beta: 29.1733sec, alpha:  7.5545sec, calc: 307990 / 499500
beta: 28.7031sec, alpha:  7.3982sec, calc: 302644 / 499500
beta: 28.8046sec, alpha:  7.4436sec, calc: 303512 / 499500
beta: 28.9419sec, alpha:  7.4454sec, calc: 304017 / 499500
beta: 28.4227sec, alpha:  7.2955sec, calc: 299010 / 499500
beta: 28.6191sec, alpha:  7.3660sec, calc: 301037 / 499500
beta: 28.8006sec, alpha:  7.4269sec, calc: 303726 / 499500
beta: 28.3656sec, alpha:  7.3084sec, calc: 299111 / 499500
beta: 28.5877sec, alpha:  7.3864sec, calc: 301688 / 499500
beta: 28.7283sec, alpha:  7.4265sec, calc: 303402 / 499500
beta: 28.7456sec, alpha:  7.4250sec, calc: 302931 / 499500
beta: 28.1956sec, alpha:  7.2716sec, calc: 297084 / 499500
beta: 28.2950sec, alpha:  7.3029sec, calc: 297980 / 499500
beta: 28.3730sec, alpha:  7.3340sec, calc: 299433 / 499500
beta: 28.4528sec, alpha:  7.3728sec, calc: 300233 / 499500
beta: 28.6722sec, alpha:  7.4062sec, calc: 303079 / 499500
beta: 29.0939sec, alpha:  7.5176sec, calc: 306554 / 499500
beta: 28.7000sec, alpha:  7.4201sec, calc: 302768 / 499500
beta: 28.5418sec, alpha:  7.3545sec, calc: 300677 / 499500
beta: 28.4822sec, alpha:  7.3547sec, calc: 300353 / 499500
beta: 28.6098sec, alpha:  7.3803sec, calc: 301688 / 499500
beta: 28.4530sec, alpha:  7.3489sec, calc: 300586 / 499500
beta: 28.3658sec, alpha:  7.3468sec, calc: 299343 / 499500
beta: 28.4382sec, alpha:  7.3337sec, calc: 299931 / 499500
beta: 29.0976sec, alpha:  7.4788sec, calc: 306375 / 499500
beta: 28.7009sec, alpha:  7.3986sec, calc: 302317 / 499500
beta: 28.8108sec, alpha:  7.4399sec, calc: 303769 / 499500
beta: 28.3619sec, alpha:  7.3227sec, calc: 299123 / 499500
beta: 28.8229sec, alpha:  7.4594sec, calc: 304423 / 499500
beta: 28.3294sec, alpha:  7.3094sec, calc: 298515 / 499500
beta: 28.4309sec, alpha:  7.3278sec, calc: 299649 / 499500
beta: 28.4435sec, alpha:  7.3256sec, calc: 299406 / 499500
beta: 28.5821sec, alpha:  7.3553sec, calc: 301103 / 499500
beta: 28.4814sec, alpha:  7.3564sec, calc: 300381 / 499500
beta: 28.4762sec, alpha:  7.3347sec, calc: 299957 / 499500
beta: 28.5235sec, alpha:  7.3518sec, calc: 300084 / 499500
beta: 28.4038sec, alpha:  7.3202sec, calc: 298549 / 499500
beta: 28.5526sec, alpha:  7.3627sec, calc: 300501 / 499500
beta: 28.6445sec, alpha:  7.3864sec, calc: 301430 / 499500
beta: 28.5909sec, alpha:  7.3528sec, calc: 300623 / 499500
beta: 28.5662sec, alpha:  7.3421sec, calc: 300241 / 499500
beta: 28.8661sec, alpha:  7.4154sec, calc: 303765 / 499500
beta: 28.3892sec, alpha:  7.2987sec, calc: 298553 / 499500
beta: 28.6132sec, alpha:  7.3738sec, calc: 300919 / 499500
beta: 28.9290sec, alpha:  7.4446sec, calc: 304383 / 499500
beta: 28.6192sec, alpha:  7.4075sec, calc: 301819 / 499500
beta: 28.5882sec, alpha:  7.3686sec, calc: 301116 / 499500
beta: 28.0518sec, alpha:  7.2488sec, calc: 296298 / 499500
beta: 28.5592sec, alpha:  7.3575sec, calc: 301004 / 499500
beta: 28.0900sec, alpha:  7.2546sec, calc: 296109 / 499500
beta: 28.2380sec, alpha:  7.2563sec, calc: 296709 / 499500
beta: 28.3929sec, alpha:  7.3282sec, calc: 299083 / 499500
beta: 28.6568sec, alpha:  7.3630sec, calc: 301353 / 499500
beta: 28.1932sec, alpha:  7.2736sec, calc: 296836 / 499500
beta: 28.6696sec, alpha:  7.3758sec, calc: 301134 / 499500
beta: 28.3621sec, alpha:  7.2966sec, calc: 298234 / 499500
beta: 28.2324sec, alpha:  7.2787sec, calc: 296985 / 499500
beta: 28.4940sec, alpha:  7.3290sec, calc: 300043 / 499500
beta: 28.9572sec, alpha:  7.4448sec, calc: 304282 / 499500
beta: 28.9161sec, alpha:  7.4269sec, calc: 304331 / 499500
beta: 28.4235sec, alpha:  7.3083sec, calc: 298782 / 499500
beta: 28.4938sec, alpha:  7.3452sec, calc: 299972 / 499500
beta: 28.7798sec, alpha:  7.4263sec, calc: 302900 / 499500
beta: 28.6548sec, alpha:  7.3835sec, calc: 301671 / 499500
beta: 28.4468sec, alpha:  7.3216sec, calc: 299341 / 499500
beta: 28.4116sec, alpha:  7.3150sec, calc: 299181 / 499500
beta: 28.6429sec, alpha:  7.3846sec, calc: 301728 / 499500
beta: 28.4252sec, alpha:  7.3159sec, calc: 299139 / 499500
beta: 28.3441sec, alpha:  7.3254sec, calc: 298825 / 499500
beta: 28.0775sec, alpha:  7.2535sec, calc: 295812 / 499500
beta: 28.3764sec, alpha:  7.3046sec, calc: 298803 / 499500
beta: 27.8562sec, alpha:  7.1838sec, calc: 293317 / 499500
beta: 28.9017sec, alpha:  7.4353sec, calc: 304203 / 499500
beta: 27.9446sec, alpha:  7.1947sec, calc: 294499 / 499500
beta: 27.9264sec, alpha:  7.1881sec, calc: 294551 / 499500
beta: 28.5338sec, alpha:  7.3413sec, calc: 300702 / 499500
beta: 28.4812sec, alpha:  7.3534sec, calc: 299919 / 499500
beta: 28.0077sec, alpha:  7.2327sec, calc: 295283 / 499500
beta: 28.3231sec, alpha:  7.3029sec, calc: 298237 / 499500
beta: 28.1349sec, alpha:  7.2444sec, calc: 296651 / 499500
beta: 28.6505sec, alpha:  7.4060sec, calc: 301447 / 499500
beta: 28.5373sec, alpha:  7.3856sec, calc: 300534 / 499500
beta: 27.9084sec, alpha:  7.2015sec, calc: 293774 / 499500
beta: 28.3565sec, alpha:  7.3027sec, calc: 298556 / 499500
beta: 28.1162sec, alpha:  7.2362sec, calc: 295758 / 499500
beta: 28.1649sec, alpha:  7.2623sec, calc: 296657 / 499500
beta: 28.3609sec, alpha:  7.3152sec, calc: 298861 / 499500
beta: 28.1224sec, alpha:  7.2584sec, calc: 296085 / 499500
beta: 28.2226sec, alpha:  7.2694sec, calc: 296917 / 499500
beta: 28.2631sec, alpha:  7.2757sec, calc: 297599 / 499500
beta: 28.2281sec, alpha:  7.2677sec, calc: 296942 / 499500
beta: 28.4586sec, alpha:  7.3345sec, calc: 300121 / 499500
beta: 27.8542sec, alpha:  7.1704sec, calc: 293567 / 499500
beta: 28.5288sec, alpha:  7.3583sec, calc: 300891 / 499500
beta: 28.3360sec, alpha:  7.3264sec, calc: 299402 / 499500
beta: 28.4694sec, alpha:  7.3575sec, calc: 300346 / 499500
beta: 28.5791sec, alpha:  7.3787sec, calc: 301665 / 499500
beta: 27.9900sec, alpha:  7.2193sec, calc: 295464 / 499500
beta: 27.7988sec, alpha:  7.1712sec, calc: 293148 / 499500
beta: 27.5965sec, alpha:  7.1266sec, calc: 291134 / 499500
beta: 28.1095sec, alpha:  7.2594sec, calc: 296136 / 499500
beta: 28.0616sec, alpha:  7.2520sec, calc: 296053 / 499500
beta: 27.5683sec, alpha:  7.1254sec, calc: 290908 / 499500
beta: 27.9282sec, alpha:  7.1995sec, calc: 294398 / 499500  File "src/_firefly_tsp_cl.py", line 44
    print('Discrete Firefly Algorithm using TSP', file=f)
                                                      ^
SyntaxError: invalid syntax

beta: 28.0403sec, alpha:  7.2271sec, calc: 295189 / 499500
beta: 28.3314sec, alpha:  7.3026sec, calc: 298729 / 499500
beta: 28.3214sec, alpha:  7.3046sec, calc: 298692 / 499500
beta: 28.0111sec, alpha:  7.2432sec, calc: 295785 / 499500
beta: 27.9948sec, alpha:  7.1919sec, calc: 295108 / 499500
beta: 28.4300sec, alpha:  7.3196sec, calc: 299511 / 499500
beta: 28.0797sec, alpha:  7.2417sec, calc: 295632 / 499500
beta: 28.2704sec, alpha:  7.3006sec, calc: 298247 / 499500
beta: 28.1014sec, alpha:  7.2508sec, calc: 296443 / 499500
beta: 28.3515sec, alpha:  7.3312sec, calc: 299157 / 499500
beta: 27.8684sec, alpha:  7.2096sec, calc: 294013 / 499500
beta: 28.0974sec, alpha:  7.2714sec, calc: 296860 / 499500
beta: 27.4689sec, alpha:  7.0935sec, calc: 289948 / 499500
beta: 28.4615sec, alpha:  7.3459sec, calc: 300394 / 499500
beta: 28.3852sec, alpha:  7.3276sec, calc: 299535 / 499500
beta: 28.0170sec, alpha:  7.2290sec, calc: 295589 / 499500
beta: 28.0208sec, alpha:  7.2293sec, calc: 295743 / 499500
beta: 27.6271sec, alpha:  7.1313sec, calc: 291505 / 499500
beta: 27.9703sec, alpha:  7.2145sec, calc: 295467 / 499500
beta: 27.8251sec, alpha:  7.1930sec, calc: 293994 / 499500
beta: 27.5581sec, alpha:  7.1395sec, calc: 290989 / 499500
beta: 27.9538sec, alpha:  7.2212sec, calc: 295158 / 499500
beta: 28.4177sec, alpha:  7.3442sec, calc: 300171 / 499500
beta: 28.0903sec, alpha:  7.2270sec, calc: 296300 / 499500
beta: 28.3109sec, alpha:  7.2934sec, calc: 298202 / 499500
beta: 28.1525sec, alpha:  7.2553sec, calc: 297245 / 499500
beta: 28.2050sec, alpha:  7.2861sec, calc: 297684 / 499500
beta: 28.2679sec, alpha:  7.2960sec, calc: 298313 / 499500
beta: 27.9681sec, alpha:  7.2388sec, calc: 295328 / 499500
beta: 28.3620sec, alpha:  7.3300sec, calc: 299347 / 499500
beta: 28.2257sec, alpha:  7.2736sec, calc: 298317 / 499500
beta: 28.0417sec, alpha:  7.2845sec, calc: 296715 / 499500
beta: 28.3496sec, alpha:  7.3485sec, calc: 299817 / 499500
beta: 28.3299sec, alpha:  7.3223sec, calc: 298952 / 499500
beta: 27.9416sec, alpha:  7.2113sec, calc: 294695 / 499500
beta: 28.0509sec, alpha:  7.2359sec, calc: 295693 / 499500
beta: 27.9821sec, alpha:  7.2289sec, calc: 294911 / 499500
beta: 28.1177sec, alpha:  7.2575sec, calc: 296617 / 499500
beta: 28.1421sec, alpha:  7.2755sec, calc: 296734 / 499500
beta: 28.1555sec, alpha:  7.2992sec, calc: 297190 / 499500
beta: 27.5950sec, alpha:  7.1262sec, calc: 291545 / 499500
beta: 28.3095sec, alpha:  7.3030sec, calc: 298161 / 499500
beta: 27.9624sec, alpha:  7.2083sec, calc: 294606 / 499500
beta: 27.7433sec, alpha:  7.1661sec, calc: 292339 / 499500
beta: 27.7954sec, alpha:  7.1769sec, calc: 293362 / 499500
beta: 28.1574sec, alpha:  7.2724sec, calc: 296928 / 499500
beta: 27.8948sec, alpha:  7.1952sec, calc: 293842 / 499500
beta: 28.2821sec, alpha:  7.3300sec, calc: 298472 / 499500
beta: 27.8743sec, alpha:  7.1987sec, calc: 294025 / 499500
beta: 27.8199sec, alpha:  7.2128sec, calc: 294035 / 499500
beta: 27.7189sec, alpha:  7.1644sec, calc: 292797 / 499500
beta: 28.1972sec, alpha:  7.2524sec, calc: 297020 / 499500
beta: 28.3703sec, alpha:  7.3035sec, calc: 298569 / 499500
beta: 28.2217sec, alpha:  7.2966sec, calc: 297727 / 499500
beta: 28.0498sec, alpha:  7.2350sec, calc: 295478 / 499500
beta: 28.0613sec, alpha:  7.2519sec, calc: 296131 / 499500
beta: 29.0327sec, alpha:  7.5145sec, calc: 306341 / 499500
beta: 28.7393sec, alpha:  7.4286sec, calc: 303273 / 499500
beta: 29.2353sec, alpha:  7.5274sec, calc: 308306 / 499500
beta: 28.6857sec, alpha:  7.3859sec, calc: 302272 / 499500
beta: 29.1554sec, alpha:  7.5064sec, calc: 306775 / 499500
beta: 29.0668sec, alpha:  7.4859sec, calc: 306005 / 499500
beta: 28.6114sec, alpha:  7.3735sec, calc: 301956 / 499500
beta: 28.7332sec, alpha:  7.4094sec, calc: 303026 / 499500
beta: 28.8947sec, alpha:  7.4432sec, calc: 304952 / 499500
beta: 29.1108sec, alpha:  7.4917sec, calc: 307080 / 499500
beta: 29.0087sec, alpha:  7.4642sec, calc: 305898 / 499500
beta: 28.5504sec, alpha:  7.3818sec, calc: 300827 / 499500
beta: 28.7614sec, alpha:  7.4099sec, calc: 302851 / 499500
beta: 29.0669sec, alpha:  7.5091sec, calc: 306488 / 499500
beta: 28.6794sec, alpha:  7.4124sec, calc: 302969 / 499500
beta: 28.5128sec, alpha:  7.3706sec, calc: 300937 / 499500
beta: 28.7369sec, alpha:  7.4041sec, calc: 302993 / 499500
beta: 28.6674sec, alpha:  7.4100sec, calc: 302502 / 499500
beta: 28.6435sec, alpha:  7.3797sec, calc: 302471 / 499500
beta: 28.6948sec, alpha:  7.4233sec, calc: 302870 / 499500
beta: 28.5100sec, alpha:  7.3314sec, calc: 300289 / 499500
beta: 28.4880sec, alpha:  7.3466sec, calc: 300480 / 499500
beta: 29.0880sec, alpha:  7.4908sec, calc: 306554 / 499500
beta: 28.7043sec, alpha:  7.3797sec, calc: 302521 / 499500
beta: 28.7052sec, alpha:  7.4013sec, calc: 302728 / 499500
beta: 28.9135sec, alpha:  7.4794sec, calc: 304924 / 499500
beta: 28.9914sec, alpha:  7.4806sec, calc: 305750 / 499500
beta: 28.4267sec, alpha:  7.3465sec, calc: 300282 / 499500
beta: 28.9946sec, alpha:  7.4779sec, calc: 305877 / 499500
beta: 28.3328sec, alpha:  7.2972sec, calc: 298829 / 499500
beta: 28.7981sec, alpha:  7.4222sec, calc: 303827 / 499500
beta: 28.5148sec, alpha:  7.3790sec, calc: 301611 / 499500
beta: 28.5985sec, alpha:  7.3853sec, calc: 302364 / 499500
beta: 28.5881sec, alpha:  7.3895sec, calc: 302103 / 499500
beta: 28.3735sec, alpha:  7.3124sec, calc: 299303 / 499500
beta: 28.8918sec, alpha:  7.4558sec, calc: 305340 / 499500
beta: 28.5517sec, alpha:  7.3878sec, calc: 301448 / 499500
beta: 28.6978sec, alpha:  7.4289sec, calc: 302925 / 499500
beta: 29.1530sec, alpha:  7.5477sec, calc: 307902 / 499500
beta: 28.8162sec, alpha:  7.4469sec, calc: 304587 / 499500
beta: 28.5102sec, alpha:  7.3624sec, calc: 301236 / 499500
beta: 28.6832sec, alpha:  7.4087sec, calc: 303067 / 499500
beta: 28.6527sec, alpha:  7.4126sec, calc: 302457 / 499500
beta: 28.6230sec, alpha:  7.4006sec, calc: 302266 / 499500
beta: 28.6865sec, alpha:  7.4095sec, calc: 302958 / 499500
beta: 28.6058sec, alpha:  7.4081sec, calc: 301992 / 499500
beta: 28.8717sec, alpha:  7.4706sec, calc: 305110 / 499500
beta: 29.0004sec, alpha:  7.4931sec, calc: 305982 / 499500
beta: 28.9253sec, alpha:  7.4718sec, calc: 305294 / 499500
beta: 28.8468sec, alpha:  7.4478sec, calc: 304561 / 499500
beta: 29.1696sec, alpha:  7.5443sec, calc: 307608 / 499500
beta: 28.6258sec, alpha:  7.3998sec, calc: 302497 / 499500
beta: 28.7044sec, alpha:  7.4261sec, calc: 303457 / 499500
beta: 28.4857sec, alpha:  7.3621sec, calc: 300944 / 499500
beta: 28.7492sec, alpha:  7.4267sec, calc: 303736 / 499500
beta: 28.5616sec, alpha:  7.3853sec, calc: 302007 / 499500
beta: 28.8509sec, alpha:  7.4232sec, calc: 304659 / 499500
beta: 28.7905sec, alpha:  7.4356sec, calc: 303434 / 499500
beta: 28.9951sec, alpha:  7.4850sec, calc: 305891 / 499500
beta: 28.7293sec, alpha:  7.4353sec, calc: 303215 / 499500
beta: 28.5293sec, alpha:  7.3929sec, calc: 301107 / 499500
beta: 29.0494sec, alpha:  7.5161sec, calc: 306832 / 499500
beta: 28.4529sec, alpha:  7.3864sec, calc: 301224 / 499500
beta: 28.6372sec, alpha:  7.4256sec, calc: 302427 / 499500
beta: 28.8153sec, alpha:  7.4339sec, calc: 304395 / 499500
beta: 28.3178sec, alpha:  7.3380sec, calc: 299183 / 499500
beta: 28.4378sec, alpha:  7.3425sec, calc: 300391 / 499500
beta: 28.6294sec, alpha:  7.4084sec, calc: 302319 / 499500
beta: 28.3050sec, alpha:  7.3122sec, calc: 298860 / 499500
beta: 28.6772sec, alpha:  7.4459sec, calc: 303476 / 499500
beta: 28.2124sec, alpha:  7.2953sec, calc: 298209 / 499500
beta: 28.4933sec, alpha:  7.3502sec, calc: 300529 / 499500
beta: 28.2342sec, alpha:  7.2891sec, calc: 298647 / 499500
beta: 28.2470sec, alpha:  7.2819sec, calc: 298323 / 499500
beta: 28.3576sec, alpha:  7.3251sec, calc: 299485 / 499500
beta: 28.1909sec, alpha:  7.2468sec, calc: 297732 / 499500
beta: 28.3631sec, alpha:  7.3322sec, calc: 299800 / 499500
beta: 28.3470sec, alpha:  7.3289sec, calc: 299730 / 499500
beta: 28.5118sec, alpha:  7.3762sec, calc: 300943 / 499500
beta: 28.4209sec, alpha:  7.3317sec, calc: 299768 / 499500
beta: 28.6733sec, alpha:  7.3778sec, calc: 302233 / 499500
beta: 28.8692sec, alpha:  7.4427sec, calc: 304238 / 499500
beta: 28.6265sec, alpha:  7.3784sec, calc: 301896 / 499500  File "src/_firefly_tsp_cl.py", line 44
    print('Discrete Firefly Algorithm using TSP', file=f)
                                                      ^
SyntaxError: invalid syntax
  File "src/_firefly_tsp_cl.py", line 44
    print('Discrete Firefly Algorithm using TSP', file=f)
                                                      ^
SyntaxError: invalid syntax
beta: 24.5562sec, alpha:  6.2464sec, calc: 265788 / 499500
beta: 24.2600sec, alpha:  6.1722sec, calc: 261921 / 499500
beta: 23.5459sec, alpha:  5.9589sec, calc: 254469 / 499500
beta: 22.6353sec, alpha:  5.7075sec, calc: 243731 / 499500
beta: 22.7833sec, alpha:  5.7673sec, calc: 245545 / 499500
beta: 22.6205sec, alpha:  5.7112sec, calc: 243514 / 499500
beta: 23.3091sec, alpha:  5.9309sec, calc: 252110 / 499500
beta: 23.4825sec, alpha:  5.9658sec, calc: 253594 / 499500
beta: 23.3829sec, alpha:  5.9335sec, calc: 252426 / 499500
beta: 22.3082sec, alpha:  5.6635sec, calc: 240835 / 499500
beta: 24.1224sec, alpha:  6.1310sec, calc: 260612 / 499500
beta: 23.3935sec, alpha:  5.9445sec, calc: 253169 / 499500
beta: 23.2914sec, alpha:  5.9389sec, calc: 252165 / 499500
beta: 23.3362sec, alpha:  5.9199sec, calc: 252191 / 499500
beta: 22.9700sec, alpha:  5.8120sec, calc: 248467 / 499500
beta: 23.4027sec, alpha:  5.9544sec, calc: 253263 / 499500
beta: 24.1678sec, alpha:  6.1411sec, calc: 261240 / 499500
beta: 23.5019sec, alpha:  5.9484sec, calc: 253690 / 499500
beta: 23.1102sec, alpha:  5.8705sec, calc: 249651 / 499500
beta: 24.2984sec, alpha:  6.1622sec, calc: 262410 / 499500
beta: 23.2321sec, alpha:  5.8971sec, calc: 251647 / 499500
beta: 22.6849sec, alpha:  5.7739sec, calc: 245394 / 499500
beta: 23.7749sec, alpha:  6.0312sec, calc: 256881 / 499500
beta: 23.4171sec, alpha:  5.9360sec, calc: 252867 / 499500
beta: 23.8159sec, alpha:  6.0371sec, calc: 257033 / 499500
beta: 23.6863sec, alpha:  6.0027sec, calc: 255643 / 499500
beta: 23.5088sec, alpha:  5.9594sec, calc: 253978 / 499500
beta: 23.5327sec, alpha:  5.9769sec, calc: 254622 / 499500
beta: 22.7007sec, alpha:  5.7650sec, calc: 245923 / 499500
beta: 22.5618sec, alpha:  5.7393sec, calc: 244150 / 499500
beta: 22.9613sec, alpha:  5.8317sec, calc: 248573 / 499500
beta: 23.3701sec, alpha:  5.9278sec, calc: 252648 / 499500
beta: 22.8089sec, alpha:  5.7902sec, calc: 246823 / 499500
beta: 23.2267sec, alpha:  5.8736sec, calc: 251039 / 499500
beta: 23.0554sec, alpha:  5.8637sec, calc: 248976 / 499500
beta: 23.2345sec, alpha:  5.8624sec, calc: 250718 / 499500
beta: 23.0584sec, alpha:  5.8361sec, calc: 248800 / 499500
beta: 23.1987sec, alpha:  5.8793sec, calc: 250079 / 499500
beta: 24.1443sec, alpha:  6.1184sec, calc: 260567 / 499500
beta: 23.0588sec, alpha:  5.8270sec, calc: 248344 / 499500
beta: 23.4457sec, alpha:  5.9261sec, calc: 253052 / 499500
beta: 22.4540sec, alpha:  5.6921sec, calc: 242369 / 499500
beta: 23.1795sec, alpha:  5.8641sec, calc: 249847 / 499500
beta: 23.4525sec, alpha:  5.9247sec, calc: 252444 / 499500
beta: 22.9471sec, alpha:  5.8113sec, calc: 247506 / 499500
beta: 23.4825sec, alpha:  5.9428sec, calc: 253494 / 499500
beta: 23.5093sec, alpha:  5.9779sec, calc: 254201 / 499500
beta: 23.3001sec, alpha:  5.9158sec, calc: 251595 / 499500
beta: 23.5285sec, alpha:  5.9661sec, calc: 254329 / 499500
beta: 22.9108sec, alpha:  5.7927sec, calc: 247038 / 499500
beta: 22.4318sec, alpha:  5.6773sec, calc: 242035 / 499500
beta: 23.3603sec, alpha:  5.9161sec, calc: 252151 / 499500
beta: 22.0375sec, alpha:  5.5905sec, calc: 237860 / 499500
beta: 23.4330sec, alpha:  5.9509sec, calc: 253032 / 499500
beta: 23.5991sec, alpha:  5.9884sec, calc: 254940 / 499500
beta: 23.9032sec, alpha:  6.0516sec, calc: 257981 / 499500
beta: 22.9910sec, alpha:  5.8073sec, calc: 247784 / 499500
beta: 23.8231sec, alpha:  6.0247sec, calc: 257266 / 499500
beta: 23.0807sec, alpha:  5.8567sec, calc: 249366 / 499500
beta: 23.3925sec, alpha:  5.9052sec, calc: 252214 / 499500
beta: 23.3515sec, alpha:  5.9137sec, calc: 252138 / 499500
beta: 23.4615sec, alpha:  5.9399sec, calc: 253032 / 499500
beta: 23.3618sec, alpha:  5.9043sec, calc: 251903 / 499500
beta: 22.9917sec, alpha:  5.8606sec, calc: 248233 / 499500
beta: 22.9968sec, alpha:  5.8311sec, calc: 248724 / 499500
beta: 22.5185sec, alpha:  5.7068sec, calc: 243272 / 499500
beta: 22.9541sec, alpha:  5.8100sec, calc: 247712 / 499500
beta: 22.5779sec, alpha:  5.7033sec, calc: 243221 / 499500
beta: 23.4549sec, alpha:  5.9419sec, calc: 253307 / 499500
beta: 23.2183sec, alpha:  5.8755sec, calc: 250794 / 499500
beta: 22.2980sec, alpha:  5.6391sec, calc: 240430 / 499500
beta: 23.0866sec, alpha:  5.8370sec, calc: 248847 / 499500
beta: 22.7233sec, alpha:  5.7600sec, calc: 245240 / 499500
beta: 23.3837sec, alpha:  5.9364sec, calc: 252174 / 499500
beta: 23.2980sec, alpha:  5.8968sec, calc: 251600 / 499500
beta: 23.6624sec, alpha:  5.9985sec, calc: 255338 / 499500
beta: 23.6894sec, alpha:  6.0070sec, calc: 256056 / 499500
beta: 23.3582sec, alpha:  5.9152sec, calc: 252080 / 499500
beta: 22.8506sec, alpha:  5.7938sec, calc: 247059 / 499500
beta: 23.5673sec, alpha:  5.9736sec, calc: 254374 / 499500
beta: 23.6926sec, alpha:  5.9955sec, calc: 255157 / 499500
beta: 23.6455sec, alpha:  5.9836sec, calc: 254520 / 499500
beta: 23.9123sec, alpha:  6.0454sec, calc: 257718 / 499500
beta: 24.0033sec, alpha:  6.0551sec, calc: 258484 / 499500
beta: 23.3929sec, alpha:  5.9248sec, calc: 252611 / 499500
beta: 24.0209sec, alpha:  6.0932sec, calc: 259305 / 499500
beta: 24.2676sec, alpha:  6.1498sec, calc: 262037 / 499500
beta: 23.8835sec, alpha:  6.0335sec, calc: 257033 / 499500
beta: 23.3727sec, alpha:  5.9257sec, calc: 252029 / 499500
beta: 23.3402sec, alpha:  5.9029sec, calc: 251567 / 499500
beta: 23.4595sec, alpha:  5.9560sec, calc: 253439 / 499500
beta: 23.8614sec, alpha:  6.0397sec, calc: 257627 / 499500
beta: 23.3519sec, alpha:  5.9066sec, calc: 251894 / 499500
beta: 23.3651sec, alpha:  5.9080sec, calc: 251986 / 499500
beta: 23.7200sec, alpha:  5.9930sec, calc: 255714 / 499500
beta: 24.0148sec, alpha:  6.0627sec, calc: 258722 / 499500
beta: 23.9989sec, alpha:  6.0802sec, calc: 259052 / 499500
beta: 23.6200sec, alpha:  5.9679sec, calc: 254691 / 499500
beta: 24.6155sec, alpha:  6.2352sec, calc: 265700 / 499500
beta: 23.6959sec, alpha:  5.9966sec, calc: 255540 / 499500
beta: 23.7788sec, alpha:  6.0312sec, calc: 257167 / 499500
beta: 24.6543sec, alpha:  6.2429sec, calc: 266033 / 499500
beta: 23.6068sec, alpha:  5.9792sec, calc: 254722 / 499500
beta: 23.7592sec, alpha:  6.0012sec, calc: 256094 / 499500
beta: 23.7293sec, alpha:  5.9987sec, calc: 256015 / 499500
beta: 24.7086sec, alpha:  6.2735sec, calc: 267030 / 499500
beta: 24.6333sec, alpha:  6.2497sec, calc: 265907 / 499500
beta: 24.0394sec, alpha:  6.1070sec, calc: 259497 / 499500
beta: 24.0492sec, alpha:  6.0997sec, calc: 259799 / 499500
beta: 23.6429sec, alpha:  5.9809sec, calc: 255112 / 499500
beta: 23.9511sec, alpha:  6.0728sec, calc: 258709 / 499500
beta: 23.0975sec, alpha:  5.8400sec, calc: 248840 / 499500
beta: 23.6499sec, alpha:  5.9731sec, calc: 254897 / 499500
beta: 23.3732sec, alpha:  5.9222sec, calc: 252076 / 499500
beta: 24.0536sec, alpha:  6.0641sec, calc: 258901 / 499500
beta: 23.7917sec, alpha:  6.0175sec, calc: 255660 / 499500
beta: 24.3781sec, alpha:  6.1466sec, calc: 262220 / 499500
beta: 23.8682sec, alpha:  6.0411sec, calc: 257000 / 499500
beta: 23.8551sec, alpha:  6.0378sec, calc: 257060 / 499500
beta: 24.9351sec, alpha:  6.3209sec, calc: 268373 / 499500
beta: 24.5064sec, alpha:  6.2010sec, calc: 263902 / 499500
beta: 24.0285sec, alpha:  6.0749sec, calc: 258601 / 499500
beta: 24.2170sec, alpha:  6.1150sec, calc: 260640 / 499500
beta: 24.0132sec, alpha:  6.1004sec, calc: 258283 / 499500
beta: 23.9958sec, alpha:  6.0829sec, calc: 258714 / 499500
beta: 24.2933sec, alpha:  6.1481sec, calc: 261637 / 499500
beta: 24.0369sec, alpha:  6.0577sec, calc: 258086 / 499500
beta: 24.2870sec, alpha:  6.1359sec, calc: 261672 / 499500
beta: 23.9226sec, alpha:  6.0459sec, calc: 257885 / 499500
beta: 23.8381sec, alpha:  6.0377sec, calc: 256696 / 499500
beta: 24.2949sec, alpha:  6.1364sec, calc: 261576 / 499500
beta: 23.8179sec, alpha:  6.0302sec, calc: 256829 / 499500
beta: 23.7853sec, alpha:  6.0054sec, calc: 256200 / 499500
beta: 23.5508sec, alpha:  5.9664sec, calc: 254260 / 499500
beta: 23.9172sec, alpha:  6.0547sec, calc: 258094 / 499500
beta: 25.0644sec, alpha:  6.3617sec, calc: 270238 / 499500
beta: 23.7181sec, alpha:  6.0087sec, calc: 255691 / 499500
beta: 23.4523sec, alpha:  5.9355sec, calc: 252795 / 499500
beta: 24.8928sec, alpha:  6.3061sec, calc: 268310 / 499500
beta: 23.6674sec, alpha:  5.9970sec, calc: 255334 / 499500
beta: 23.3478sec, alpha:  5.9323sec, calc: 252211 / 499500
beta: 25.2417sec, alpha:  6.3826sec, calc: 272217 / 499500
beta: 24.3705sec, alpha:  6.1716sec, calc: 263441 / 499500
beta: 23.1706sec, alpha:  5.8719sec, calc: 250147 / 499500
beta: 24.4561sec, alpha:  6.1837sec, calc: 264153 / 499500
beta: 23.7258sec, alpha:  6.0061sec, calc: 256085 / 499500
beta: 24.9679sec, alpha:  6.3273sec, calc: 269371 / 499500
beta: 24.2923sec, alpha:  6.1542sec, calc: 262497 / 499500
beta: 24.2999sec, alpha:  6.1538sec, calc: 261514 / 499500
beta: 24.3792sec, alpha:  6.1796sec, calc: 263087 / 499500
beta: 24.9309sec, alpha:  6.3142sec, calc: 268901 / 499500
